Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP
Cambodia,Ecuador,2021,0.010467,USD millions,Central Bank Data,Latin America,KHM,ECU,32909.1776956837,102825.145845295
Cambodia,Mexico,2022,0.011224,USD millions,Central Bank Data,Latin America,KHM,MEX,34597.385966820504,1287850.32341001
Cameroon,Ecuador,2021,0.32855389,USD millions,Central Bank Data,Latin America,CMR,ECU,38854.942334576896,102825.145845295
Cameroon,Mexico,2022,0.148448,USD millions,Central Bank Data,Latin America,CMR,MEX,40306.8676051364,1287850.32341001
Cameroon,Panama,2022,0.068733711,USD millions,INEC,Latin America,CMR,PAN,40306.8676051364,70048.9853448611
Canada,Brazil,2022,88.11104413,USD millions,Central Bank Data,Latin America,CAN,BRA,1778503.389905,1899505.37755802
Canada,Chile,2021,14.375961662,USD millions,Central Bank Data,Latin America,CAN,CHL,1706996.67967769,273390.12003128
Canada,Colombia,2022,226.595455817,USD millions,Central Bank Data,Latin America,CAN,COL,1778503.389905,354752.90089902
Canada,Costa Rica,2022,64.675969163,USD millions,Central Bank Data,Latin America,CAN,CRI,1778503.389905,69549.85603306709
Canada,Dominican Republic,2022,64.675969163,USD millions,Central Bank Data,Latin America,CAN,DOM,1778503.389905,97686.4508239666
Canada,Ecuador,2021,49.43577867,USD millions,Central Bank Data,Latin America,CAN,ECU,1706996.67967769,102825.145845295
Canada,Haiti,2019,92.785748670,USD millions,Central Bank Data,Latin America,CAN,HTI,1696605.0905518401,15485.274058243
Canada,Honduras,2022,13.52228638,USD millions,Central Bank Data,Latin America,CAN,HND,1778503.389905,25973.6726317766
Canada,Jamaica,2022,297.878462532,USD millions,Central Bank Data,Latin America,CAN,JAM,1778503.389905,14806.3802902635
Canada,Mexico,2022,750.433214,USD millions,Central Bank Data,Latin America,CAN,MEX,1778503.389905,1287850.32341001
Canada,Nicaragua,2022,20.1,USD millions,Central Bank Data,Latin America,CAN,NIC,1778503.389905,14644.1463457189
Canada,Panama,2022,7.925555879,USD millions,INEC,Latin America,CAN,PAN,1778503.389905,70048.9853448611
Canada,Suriname,2022,1.247295849,USD millions,Central Bank Data,Latin America,CAN,SUR,1778503.389905,4412.832154845641
Cayman Islands,Colombia,2022,2.392407825,USD millions,Central Bank Data,Latin America,CYM,COL,5697.740750963,354752.90089902
Cayman Islands,Ecuador,2021,0.40104036,USD millions,Central Bank Data,Latin America,CYM,ECU,5418.35263341053,102825.145845295
Cayman Islands,Honduras,2022,1.72606866,USD millions,Central Bank Data,Latin America,CYM,HND,5697.740750963,25973.6726317766
Cayman Islands,Jamaica,2022,174.760479679,USD millions,Central Bank Data,Latin America,CYM,JAM,5697.740750963,14806.3802902635
Cayman Islands,Mexico,2022,0.384943,USD millions,Central Bank Data,Latin America,CYM,MEX,5697.740750963,1287850.32341001
Cayman Islands,Panama,2022,0.150803386,USD millions,INEC,Latin America,CYM,PAN,5697.740750963,70048.9853448611
Central African Republic,Ecuador,2021,0.00332266,USD millions,Central Bank Data,Latin America,CAF,ECU,2024.49702649048,102825.145845295
Chad,Ecuador,2021,0.00195866,USD millions,Central Bank Data,Latin America,TCD,ECU,15284.005406165199,102825.145845295
Chad,Mexico,2022,0.000587,USD millions,Central Bank Data,Latin America,TCD,MEX,17255.1249585401,1287850.32341001
Chile,Bolivia,2022,310,USD millions,Central Bank Data,Latin America,CHL,BOL,279278.92561569205,38319.7283375714
Chile,Colombia,2022,482.354006081,USD millions,Central Bank Data,Latin America,CHL,COL,279278.92561569205,354752.90089902
Chile,Ecuador,2021,144.48489191,USD millions,Central Bank Data,Latin America,CHL,ECU,273390.12003128,102825.145845295
Chile,Haiti,2019,170.264649515,USD millions,Central Bank Data,Latin America,CHL,HTI,261676.645417276,15485.274058243
Chile,Mexico,2022,58.293487,USD millions,Central Bank Data,Latin America,CHL,MEX,279278.92561569205,1287850.32341001
Chile,Panama,2022,8.323886737,USD millions,INEC,Latin America,CHL,PAN,279278.92561569205,70048.9853448611
Chile,Paraguay,2022,9.833799211,USD millions,Central Bank Data,Latin America,CHL,PRY,279278.92561569205,42037.90309474491
China,Chile,2021,1.525736260,USD millions,Central Bank Data,Latin America,CHN,CHL,16199162.8929086,273390.12003128
China,Colombia,2022,0.902620728,USD millions,Central Bank Data,Latin America,CHN,COL,16706875.2536485,354752.90089902
China,Ecuador,2021,1.62896649,USD millions,Central Bank Data,Latin America,CHN,ECU,16199162.8929086,102825.145845295
China,Mexico,2022,0.262623,USD millions,Central Bank Data,Latin America,CHN,MEX,16706875.2536485,1287850.32341001
China,Panama,2022,0.358087957,USD millions,INEC,Latin America,CHN,PAN,16706875.2536485,70048.9853448611
"China, Hong Kong SAR",Ecuador,2021,0.30181379,USD millions,Central Bank Data,Latin America,HKG,ECU,330112.37319341,102825.145845295
"China, Hong Kong SAR",Mexico,2022,0.028872,USD millions,Central Bank Data,Latin America,HKG,MEX,317951.853968253,1287850.32341001
"China, Hong Kong SAR",Panama,2022,0.360325598,USD millions,INEC,Latin America,HKG,PAN,317951.853968253,70048.9853448611
"China, Macao SAR",Panama,2022,0.004601018,USD millions,INEC,Latin America,MAC,PAN,23110.7649765182,70048.9853448611
"China, Taiwan Province of",Ecuador,2021,0.07381492,USD millions,Central Bank Data,Latin America,TWN,ECU,,102825.145845295
China,Ecuador,2021,0.07381492,USD millions,Central Bank Data,Latin America,CHN,ECU,16199162.8929086,102825.145845295
China,Mexico,2022,0.003889,USD millions,Central Bank Data,Latin America,CHN,MEX,16706875.2536485,1287850.32341001
China,Panama,2022,0.029001533,USD millions,INEC,Latin America,CHN,PAN,16706875.2536485,70048.9853448611
Colombia,Chile,2021,10.826573272,USD millions,Central Bank Data,Latin America,COL,CHL,330530.695024886,273390.12003128
Colombia,Ecuador,2021,48.78118881,USD millions,Central Bank Data,Latin America,COL,ECU,330530.695024886,102825.145845295
Colombia,Mexico,2022,129.091259,USD millions,Central Bank Data,Latin America,COL,MEX,354752.90089902,1287850.32341001
Colombia,Panama,2022,15.417618992,USD millions,INEC,Latin America,COL,PAN,354752.90089902,70048.9853448611
Comoros,Mexico,2022,0.000259,USD millions,Central Bank Data,Latin America,COM,MEX,1241.98592146684,1287850.32341001
Congo,Mexico,2022,0.05657,USD millions,Central Bank Data,Latin America,COG,MEX,10175.199489763902,1287850.32341001
Congo,Panama,2022,0.013434995,USD millions,INEC,Latin America,COG,PAN,10175.199489763902,70048.9853448611
Costa Rica,Colombia,2022,28.211136338,USD millions,Central Bank Data,Latin America,CRI,COL,69549.85603306709,354752.90089902
Costa Rica,Ecuador,2021,3.14762372,USD millions,Central Bank Data,Latin America,CRI,ECU,66522.1077664702,102825.145845295
Costa Rica,Honduras,2022,1.0977142,USD millions,Central Bank Data,Latin America,CRI,HND,69549.85603306709,25973.6726317766
Costa Rica,Mexico,2022,16.248115,USD millions,Central Bank Data,Latin America,CRI,MEX,69549.85603306709,1287850.32341001
Costa Rica,Nicaragua,2022,185.3,USD millions,Central Bank Data,Latin America,CRI,NIC,69549.85603306709,14644.1463457189
Costa Rica,Panama,2022,6.008642539,USD millions,INEC,Latin America,CRI,PAN,69549.85603306709,70048.9853448611
Croatia,Ecuador,2021,0.06871717,USD millions,Central Bank Data,Latin America,HRV,ECU,59714.8594776201,102825.145845295
Croatia,Mexico,2022,0.023571,USD millions,Central Bank Data,Latin America,HRV,MEX,64066.840476846395,1287850.32341001
Cuba,Ecuador,2021,0.00204,USD millions,Central Bank Data,Latin America,CUB,ECU,82070.6334234249,102825.145845295
Cuba,Mexico,2022,2.4e-05,USD millions,Central Bank Data,Latin America,CUB,MEX,83527.4272157299,1287850.32341001
Curaçao,Colombia,2022,3.742219159,USD millions,Central Bank Data,Latin America,CUW,COL,2596.08868812486,354752.90089902
Curaçao,Ecuador,2021,0.98085808,USD millions,Central Bank Data,Latin America,CUW,ECU,2405.50085535508,102825.145845295
Curaçao,Jamaica,2022,2.386317950,USD millions,Central Bank Data,Latin America,CUW,JAM,2596.08868812486,14806.3802902635
Curaçao,Mexico,2022,0.03468,USD millions,Central Bank Data,Latin America,CUW,MEX,2596.08868812486,1287850.32341001
Cyprus,Ecuador,2021,0.05351243,USD millions,Central Bank Data,Latin America,CYP,ECU,27215.9935700299,102825.145845295
Cyprus,Mexico,2022,0.014274,USD millions,Central Bank Data,Latin America,CYP,MEX,29176.8699292316,1287850.32341001
Czechia,Ecuador,2021,0.24212332,USD millions,Central Bank Data,Latin America,CZE,ECU,214043.320221167,102825.145845295
Czechia,Mexico,2022,0.037396,USD millions,Central Bank Data,Latin America,CZE,MEX,220137.49883073,1287850.32341001
Czechia,Panama,2022,0.065862787,USD millions,INEC,Latin America,CZE,PAN,220137.49883073,70048.9853448611
Dem. People's Republic of ..,Ecuador,2021,0.63828916,USD millions,Central Bank Data,Latin America,PRK,ECU,,102825.145845295
Democratic Republic of the,Ecuador,2021,0.07578686,USD millions,Central Bank Data,Latin America,COD,ECU,48065.8802948504,102825.145845295
Congo,Ecuador,2021,0.07578686,USD millions,Central Bank Data,Latin America,COG,ECU,10027.2616697995,102825.145845295
Congo,Mexico,2022,0.377893,USD millions,Central Bank Data,Latin America,COG,MEX,10175.199489763902,1287850.32341001
Denmark,Ecuador,2021,1.15053584,USD millions,Central Bank Data,Latin America,DNK,ECU,350255.593092935,102825.145845295
Denmark,Mexico,2022,0.31848,USD millions,Central Bank Data,Latin America,DNK,MEX,355650.135426456,1287850.32341001
Denmark,Panama,2022,0.230669853,USD millions,INEC,Latin America,DNK,PAN,355650.135426456,70048.9853448611
Djibouti,Mexico,2022,0.000503,USD millions,Central Bank Data,Latin America,DJI,MEX,3365.56165166421,1287850.32341001
Dominica,Ecuador,2021,0.01993682,USD millions,Central Bank Data,Latin America,DMA,ECU,520.030399241901,102825.145845295
Dominica,Mexico,2022,0.011373,USD millions,Central Bank Data,Latin America,DMA,MEX,574.096959632995,1287850.32341001
Dominica,Panama,2022,0.096307644,USD millions,INEC,Latin America,DMA,PAN,574.096959632995,70048.9853448611
Dominican Republic,Colombia,2022,28.542400070,USD millions,Central Bank Data,Latin America,DOM,COL,97686.4508239666,354752.90089902
Dominican Republic,Ecuador,2021,5.23839776,USD millions,Central Bank Data,Latin America,DOM,ECU,92824.3516368768,102825.145845295
Dominican Republic,Haiti,2019,67.948160177,USD millions,Central Bank Data,Latin America,DOM,HTI,88427.4524258944,15485.274058243
Dominican Republic,Mexico,2022,60.380278,USD millions,Central Bank Data,Latin America,DOM,MEX,97686.4508239666,1287850.32341001
Dominican Republic,Panama,2022,4.327045551,USD millions,INEC,Latin America,DOM,PAN,97686.4508239666,70048.9853448611
Ecuador,Chile,2021,8.539673828,USD millions,Central Bank Data,Latin America,ECU,CHL,102825.145845295,273390.12003128
Ecuador,Colombia,2022,244.241803388,USD millions,Central Bank Data,Latin America,ECU,COL,108859.36091798599,354752.90089902
Ecuador,Mexico,2022,218.405967,USD millions,Central Bank Data,Latin America,ECU,MEX,108859.36091798599,1287850.32341001
Ecuador,Panama,2022,9.276093832,USD millions,INEC,Latin America,ECU,PAN,108859.36091798599,70048.9853448611
Egypt,Ecuador,2021,0.31432188,USD millions,Central Bank Data,Latin America,EGY,ECU,425777.53742199595,102825.145845295
Egypt,Mexico,2022,0.069086,USD millions,Central Bank Data,Latin America,EGY,MEX,453827.10422460496,1287850.32341001
El Salvador,Ecuador,2021,2.64085197,USD millions,Central Bank Data,Latin America,SLV,ECU,26571.7312193539,102825.145845295
El Salvador,Honduras,2022,1.93960663,USD millions,Central Bank Data,Latin America,SLV,HND,27356.823619696603,25973.6726317766
El Salvador,Mexico,2022,49.696868,USD millions,Central Bank Data,Latin America,SLV,MEX,27356.823619696603,1287850.32341001
El Salvador,Panama,2022,2.713245005,USD millions,INEC,Latin America,SLV,PAN,27356.823619696603,70048.9853448611
El salvador,Nicaragua,2022,7.4,USD millions,Central Bank Data,Latin America,SLV,NIC,27356.823619696603,14644.1463457189
Equatorial Guinea,Ecuador,2021,0.1676052,USD millions,Central Bank Data,Latin America,GNQ,ECU,9652.08529325754,102825.145845295
Equatorial Guinea,Mexico,2022,0.018096,USD millions,Central Bank Data,Latin America,GNQ,MEX,9963.22106540967,1287850.32341001
Estonia,Ecuador,2021,0.0339721,USD millions,Central Bank Data,Latin America,EST,ECU,28417.2554883023,102825.145845295
Estonia,Mexico,2022,0.015299,USD millions,Central Bank Data,Latin America,EST,MEX,28434.4281825728,1287850.32341001
Estonia,Panama,2022,0.007195295,USD millions,INEC,Latin America,EST,PAN,28434.4281825728,70048.9853448611
Ethiopia,Ecuador,2021,0.00465,USD millions,Central Bank Data,Latin America,ETH,ECU,100435.279224388,102825.145845295
Fiji,Ecuador,2021,0.00076492,USD millions,Central Bank Data,Latin America,FJI,ECU,4115.9962790113905,102825.145845295
Fiji,Mexico,2022,0.000673,USD millions,Central Bank Data,Latin America,FJI,MEX,4930.664173031941,1287850.32341001
Fiji,Panama,2022,0.013704658,USD millions,INEC,Latin America,FJI,PAN,4930.664173031941,70048.9853448611
Finland,Ecuador,2021,0.48335246,USD millions,Central Bank Data,Latin America,FIN,ECU,253734.502126393,102825.145845295
Finland,Mexico,2022,0.155682,USD millions,Central Bank Data,Latin America,FIN,MEX,255670.602724759,1287850.32341001
France,Brazil,2022,163.9125814,USD millions,Central Bank Data,Latin America,FRA,BRA,2646451.03088978,1899505.37755802
France,Chile,2021,5.938098411,USD millions,Central Bank Data,Latin America,FRA,CHL,2580120.25505175,273390.12003128
France,Colombia,2022,99.825825937,USD millions,Central Bank Data,Latin America,FRA,COL,2646451.03088978,354752.90089902
France,Costa Rica,2022,38.032310513,USD millions,Central Bank Data,Latin America,FRA,CRI,2646451.03088978,69549.85603306709
France,Dominican Republic,2022,38.032310513,USD millions,Central Bank Data,Latin America,FRA,DOM,2646451.03088978,97686.4508239666
France,Ecuador,2021,42.7259938,USD millions,Central Bank Data,Latin America,FRA,ECU,2580120.25505175,102825.145845295
France,Haiti,2019,102.978233530,USD millions,Central Bank Data,Latin America,FRA,HTI,2608036.6389061203,15485.274058243
France,Mexico,2022,31.680909,USD millions,Central Bank Data,Latin America,FRA,MEX,2646451.03088978,1287850.32341001
France,Panama,2022,3.842911423,USD millions,INEC,Latin America,FRA,PAN,2646451.03088978,70048.9853448611
France,Paraguay,2022,10.816578907,USD millions,Central Bank Data,Latin America,FRA,PRY,2646451.03088978,42037.90309474491
France,Suriname,2022,12.240023521,USD millions,Central Bank Data,Latin America,FRA,SUR,2646451.03088978,4412.832154845641
French Guiana,Ecuador,2021,0.08562073,USD millions,Central Bank Data,Latin America,GUF,ECU,,102825.145845295
French Guiana,Mexico,2022,0.046422,USD millions,Central Bank Data,Latin America,GUF,MEX,,1287850.32341001
French Guiana,Suriname,2022,1.281711937,USD millions,Central Bank Data,Latin America,GUF,SUR,,4412.832154845641
Gabon,Ecuador,2021,0.06554742,USD millions,Central Bank Data,Latin America,GAB,ECU,15398.898313837299,102825.145845295
Gabon,Mexico,2022,0.022042,USD millions,Central Bank Data,Latin America,GAB,MEX,15866.657481128299,1287850.32341001
Gambia,Ecuador,2021,0.0362795,USD millions,Central Bank Data,Latin America,GMB,ECU,1776.14148003218,102825.145845295
Gambia,Mexico,2022,0.002043,USD millions,Central Bank Data,Latin America,GMB,MEX,1873.70490053827,1287850.32341001
Georgia,Ecuador,2021,0.06246092,USD millions,Central Bank Data,Latin America,GEO,ECU,19192.793472268,102825.145845295
Georgia,Panama,2022,0.042785842,USD millions,INEC,Latin America,GEO,PAN,21296.0419132144,70048.9853448611
Germany,Brazil,2022,165.88350396,USD millions,Central Bank Data,Latin America,DEU,BRA,3702230.99691575,1899505.37755802
Germany,Colombia,2022,90.518242957,USD millions,Central Bank Data,Latin America,DEU,COL,3702230.99691575,354752.90089902
Germany,Costa Rica,2022,35.486304486,USD millions,Central Bank Data,Latin America,DEU,CRI,3702230.99691575,69549.85603306709
Germany,Dominican Republic,2022,35.486304486,USD millions,Central Bank Data,Latin America,DEU,DOM,3702230.99691575,97686.4508239666
Germany,Ecuador,2021,43.63440476,USD millions,Central Bank Data,Latin America,DEU,ECU,3652205.60290436,102825.145845295
Germany,Jamaica,2022,3.153140938,USD millions,Central Bank Data,Latin America,DEU,JAM,3702230.99691575,14806.3802902635
Germany,Mexico,2022,29.728509,USD millions,Central Bank Data,Latin America,DEU,MEX,3702230.99691575,1287850.32341001
Germany,Panama,2022,1.814178686,USD millions,INEC,Latin America,DEU,PAN,3702230.99691575,70048.9853448611
Germany,Paraguay,2022,4.595153403,USD millions,Central Bank Data,Latin America,DEU,PRY,3702230.99691575,42037.90309474491
Gibraltar,Panama,2022,0.012120878,USD millions,INEC,Latin America,GIB,PAN,,70048.9853448611
Greece,Ecuador,2021,0.43122064,USD millions,Central Bank Data,Latin America,GRC,ECU,203277.223532871,102825.145845295
Greece,Mexico,2022,0.200955,USD millions,Central Bank Data,Latin America,GRC,MEX,214952.75380089998,1287850.32341001
Greece,Panama,2022,0.178702057,USD millions,INEC,Latin America,GRC,PAN,214952.75380089998,70048.9853448611
Grenada,Ecuador,2021,0.05947455,USD millions,Central Bank Data,Latin America,GRD,ECU,1024.69129444286,102825.145845295
Grenada,Mexico,2022,0.01519,USD millions,Central Bank Data,Latin America,GRD,MEX,1099.7062862188202,1287850.32341001
Grenada,Panama,2022,0.079877371,USD millions,INEC,Latin America,GRD,PAN,1099.7062862188202,70048.9853448611
Guadeloupe,Mexico,2022,0.068793,USD millions,Central Bank Data,Latin America,GLP,MEX,,1287850.32341001
Guam,Ecuador,2021,0.00350361,USD millions,Central Bank Data,Latin America,GUM,ECU,5442.3008189263,102825.145845295
Guam,Mexico,2022,0.011432,USD millions,Central Bank Data,Latin America,GUM,MEX,5719.85077343039,1287850.32341001
Guatemala,Colombia,2022,23.717021117,USD millions,Central Bank Data,Latin America,GTM,COL,78265.5959903531,354752.90089902
Guatemala,Ecuador,2021,3.7173961,USD millions,Central Bank Data,Latin America,GTM,ECU,75122.098203595,102825.145845295
Guatemala,Honduras,2022,6.38110839,USD millions,Central Bank Data,Latin America,GTM,HND,78265.5959903531,25973.6726317766
Guatemala,Mexico,2022,49.974654,USD millions,Central Bank Data,Latin America,GTM,MEX,78265.5959903531,1287850.32341001
Guatemala,Panama,2022,1.328253984,USD millions,INEC,Latin America,GTM,PAN,78265.5959903531,70048.9853448611
Guinea,Ecuador,2021,0.0317013,USD millions,Central Bank Data,Latin America,GIN,ECU,13349.198344073,102825.145845295
Guinea,Mexico,2022,0.055853,USD millions,Central Bank Data,Latin America,GIN,MEX,13879.482945938,1287850.32341001
Guinea-bissau,Ecuador,2021,0.00704176,USD millions,Central Bank Data,Latin America,GNB,ECU,1497.07263573124,102825.145845295
Guinea-Bissau,Mexico,2022,0.004879,USD millions,Central Bank Data,Latin America,GNB,MEX,1580.68619761986,1287850.32341001
Guinea-Bissau,Panama,2022,0.002533079,USD millions,INEC,Latin America,GNB,PAN,1580.68619761986,70048.9853448611
